ensemble,n,d,basis_size_m,cone,solver,num_attempts,success_rate,reliable_success_rate,num_finite,mean_value,std_value,mean_rel_gap_to_sos_best,std_rel_gap_to_sos_best,mean_wall_time,median_wall_time
easy_dsos,2,2,6,dsos,CLARABEL,10,1.0,1.0,10,1.5385496284891285,0.2747515565976486,0.01646426125718989,0.008028241393324581,0.04913630650844425,0.04644966300111264
easy_dsos,2,2,6,sdsos,CLARABEL,10,1.0,1.0,10,1.5653977608587906,0.28591413668565335,1.7871009676437042e-06,3.4662253531797903e-06,0.06822867749724537,0.06325375445885584
easy_dsos,2,2,6,sos,CLARABEL,10,1.0,1.0,10,1.5654009791274324,0.28591720700313383,0.0,0.0,0.016234265372622757,0.013841526466421783
easy_dsos,2,3,10,dsos,CLARABEL,10,1.0,1.0,10,1.675470513610313,0.2412090612081715,0.014226547793608569,0.011438307067036505,0.1285902082803659,0.12180169753264636
easy_dsos,2,3,10,sdsos,CLARABEL,10,1.0,1.0,10,1.698112968096821,0.23449791787324792,2.2375216953103323e-06,3.948716025922686e-06,0.20504384369123727,0.20141662994865328
easy_dsos,2,3,10,sos,CLARABEL,10,1.0,1.0,10,1.6981163658804594,0.23449607329058256,0.0,0.0,0.02835868237307295,0.027000341448001564
easy_dsos,3,2,10,dsos,CLARABEL,10,1.0,1.0,10,1.6645080846931937,0.23876353799366862,0.02050885740764319,0.011231734372866784,0.14546003177529201,0.1503126239986159
easy_dsos,3,2,10,sdsos,CLARABEL,10,1.0,1.0,10,1.698018548498617,0.23447330065933472,9.219888468208788e-07,1.3159392969281438e-06,0.1818072433816269,0.18067871598759666
easy_dsos,3,2,10,sos,CLARABEL,10,1.0,1.0,10,1.6980202259554784,0.23447448886534833,0.0,0.0,0.03399229531642049,0.030095795984379947
easy_dsos,3,3,20,dsos,CLARABEL,10,1.0,1.0,10,1.7129563259715117,0.36165223322347595,0.018085459675633835,0.006884873204948962,0.912232672679238,0.9371585884946398
easy_dsos,3,3,20,sdsos,CLARABEL,10,1.0,1.0,10,1.7452110375440704,0.3713640648142764,1.6709513483148649e-06,1.5160864543995761e-06,1.2725029714172706,1.084407574031502
easy_dsos,3,3,20,sos,CLARABEL,10,1.0,1.0,10,1.7452144042828792,0.37136713661503123,0.0,0.0,0.14946155247744172,0.11458244000095874
easy_dsos,4,2,15,dsos,CLARABEL,10,1.0,1.0,10,1.753504767349113,0.33124246358679915,0.030982712398291583,0.01230027691012845,0.3342538296128623,0.33351518551353365
easy_dsos,4,2,15,sdsos,CLARABEL,10,1.0,1.0,10,1.8071588530528175,0.3281608048439668,7.021076758745438e-06,4.7837758393882655e-06,0.473589774989523,0.4691611384623684
easy_dsos,4,2,15,sos,CLARABEL,10,1.0,1.0,10,1.807171631199088,0.3281635291586846,0.0,0.0,0.07083616579184308,0.06718959851423278
easy_dsos,4,3,35,dsos,CLARABEL,10,1.0,1.0,10,1.9260890176739793,0.27214835856274777,0.024953503929748808,0.010918831986988564,2.926426572201308,3.1313242509495467
easy_dsos,4,3,35,sdsos,CLARABEL,10,1.0,1.0,10,1.975659901362644,0.27966219773559375,4.3906873065619425e-06,4.94755506131494e-06,4.084239141596481,4.311410389957018
easy_dsos,4,3,35,sos,CLARABEL,10,1.0,1.0,10,1.9756686027718735,0.27966313712029955,0.0,0.0,0.6189217153820209,0.6756974074523896
easy_dsos,5,2,21,dsos,CLARABEL,10,1.0,1.0,10,1.7782791081614193,0.2560221108470092,0.03207649036694721,0.010659018511850337,1.135399872600101,1.0825670844642445
easy_dsos,5,2,21,sdsos,CLARABEL,10,1.0,1.0,10,1.8360413008077554,0.2557847160260355,8.781703237585507e-06,7.657373793550731e-06,1.647563463379629,1.5775947899674065
easy_dsos,5,2,21,sos,CLARABEL,10,1.0,1.0,10,1.8360567491907578,0.2557818527524751,0.0,0.0,0.24929037248948588,0.24570617399876937
easy_dsos,5,3,56,dsos,CLARABEL,10,1.0,1.0,10,1.9455522856397252,0.35647787055137764,0.028504770981394468,0.009906205656791196,9.9978217115975,9.838340291404165
easy_dsos,5,3,56,sdsos,CLARABEL,10,1.0,1.0,10,2.0009588176769753,0.3554304627844038,4.012348098414068e-06,4.423702075225312e-06,11.979954577889293,11.858625346503686
easy_dsos,5,3,56,sos,CLARABEL,10,1.0,1.0,10,2.0009669851288177,0.3554333304329922,0.0,0.0,4.335338155599311,4.297340899996925
easy_dsos,6,2,28,dsos,CLARABEL,10,1.0,1.0,10,1.585965367243313,0.3106472917524844,0.04667984272664556,0.020935001151584608,1.9582185450010001,1.9766255630529486
easy_dsos,6,2,28,sdsos,CLARABEL,10,1.0,1.0,10,1.6597729345339545,0.29771542295661957,1.925677941864631e-05,1.763577789015757e-05,2.7690583492978478,2.7275444215047173
easy_dsos,6,2,28,sos,CLARABEL,10,1.0,1.0,10,1.6598028839260492,0.29770625952010343,0.0,0.0,0.46775014608865606,0.43516310601262376
easy_dsos,6,3,84,dsos,CLARABEL,10,1.0,1.0,10,2.32183916418983,0.3957527919194065,0.030222383501446747,0.010075083923261062,31.324144514999354,32.369344157981686
easy_dsos,6,3,84,sdsos,CLARABEL,10,1.0,1.0,10,2.3914851989910284,0.38899084903112247,4.918101771438313e-06,2.9608457956665305e-06,32.19529942005174,30.339002661057748
easy_dsos,6,3,84,sos,CLARABEL,10,1.0,1.0,10,2.3914967053072234,0.3889908545732322,0.0,0.0,12.076387144392356,12.054197560006287
