n,d,degree,seed,basis_size_m,generator_type,solver,method,round,status,value,solve_time,wall_time,error,basis_condition
3,2,4,2,10,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,optimal,0.19192770007585339,0.003209488,0.30152394401375204,,343548.4895679851
3,2,4,3,10,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,0.2381900737877591,0.002358515,0.06909027497749776,,1.0
3,2,4,3,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,infeasible,-inf,0.00483315,0.3209874390158802,,1.0
3,2,4,3,10,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,optimal,0.23819001327550876,0.003171138,0.33028337196446955,,520045.0923695023
3,2,4,4,10,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,0.06693108504161498,0.002038886,0.09223851899150759,,1.0
3,2,4,4,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,infeasible,-inf,0.004872655,0.30311833205632865,,1.0
3,2,4,4,10,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,optimal,0.06693106690908274,0.003370804,0.35925960808526725,,317035.64497969236
3,2,4,5,10,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,0.2378493338328289,0.001931514,0.07104936905670911,,1.0
3,2,4,5,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,infeasible,-inf,0.004222165,0.28850735805463046,,1.0
3,2,4,5,10,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,optimal,0.23784885879957665,0.003432963,0.3204075670801103,,285274.3786474276
3,2,4,6,10,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,0.1050436848725114,0.002143814,0.06934696901589632,,1.0
3,2,4,6,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,infeasible,-inf,0.004532737,0.33700651093386114,,1.0
3,2,4,6,10,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,optimal,0.10504361510584068,0.003195745,0.3005668700207025,,415779.3739882368
3,2,4,7,10,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,0.4114843197129773,0.002172174,0.06675928004551679,,1.0
3,2,4,7,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,infeasible,-inf,0.00479978,0.30943347106222063,,1.0
3,2,4,7,10,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,optimal,0.4114842263267579,0.003530891,0.30218544707167894,,226924.98433168035
3,2,4,8,10,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,0.39352232947100013,0.002238815,0.08938081795349717,,1.0
3,2,4,8,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,infeasible,-inf,0.004419012,0.28599817608483136,,1.0
3,2,4,8,10,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,optimal,0.39352227451741584,0.002984482,0.3204038009280339,,400135.6558562277
3,2,4,9,10,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,0.02430601769467259,0.001713917,0.06615805299952626,,1.0
3,2,4,9,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,infeasible,-inf,0.004287968,0.2832979019731283,,1.0
3,2,4,9,10,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,optimal,0.02430566409255566,0.003906172,0.31916633306536824,,299361.09603148984
3,3,6,0,20,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,0.09464872760638993,0.02161939,0.24794408201705664,,1.0
3,3,6,0,20,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,infeasible,-inf,0.018043717,0.9033324150368571,,1.0
3,3,6,0,20,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,exception,,,1.5808020370313898,"SolverError(""Solver 'CLARABEL' failed. Try another solver, or solve with verbose=True for more information."")",351387.69346007425
3,3,6,1,20,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,0.8788840292015525,0.015157049,0.17227280198130757,,1.0
