n,d,degree,seed,basis_size_m,generator_type,solver,method,round,status,value,solve_time,wall_time,error,basis_condition,is_success,finite_value,sos_value,gap_to_sos,rel_gap_to_sos
2,3,6,4,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,3,optimal,-1.5347682673720808,0.00373696,0.28914866293780506,,62.159850045024065,True,-1.5347682673720808,0.020012561071006185,1.554780828443087,1.554780828443087
2,3,6,4,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,4,optimal,-0.5362281599803305,0.003642811,0.3135904510272667,,118.14203927846371,True,-0.5362281599803305,0.020012561071006185,0.5562407210513367,0.5562407210513367
2,3,6,4,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,5,optimal,-0.3163839572400488,0.004308708,0.29486249294131994,,170.94872638511896,True,-0.3163839572400488,0.020012561071006185,0.336396518311055,0.336396518311055
2,3,6,4,10,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,exception,,,0.30505205201916397,"SolverError(""Solver 'CLARABEL' failed. Try another solver, or solve with verbose=True for more information."")",332929.908018064,False,,0.020012561071006185,,
2,3,6,5,10,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,0.18507480594764875,0.0019351,0.06067529402207583,,1.0,True,0.18507480594764875,0.18507480594764875,0.0,0.0
2,3,6,5,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,infeasible,-inf,0.006054326,0.32876647799275815,,1.0,False,,0.18507480594764875,,
2,3,6,5,10,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,optimal,0.18507372855261026,0.003035603,0.3247967560309917,,284978.61808921763,True,0.18507372855261026,0.18507480594764875,1.0773950384901365e-06,1.0773950384901365e-06
2,3,6,6,10,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,0.16311526639638813,0.002149148,0.06522089405916631,,1.0,True,0.16311526639638813,0.16311526639638813,0.0,0.0
2,3,6,6,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,optimal_inaccurate,-290881.088184785,0.005969523,0.3175252799410373,,1.0,True,-290881.088184785,0.16311526639638813,290881.2513000514,290881.2513000514
2,3,6,6,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,1,optimal,-472.5946594858424,0.006762609,0.2952872960595414,,1907.6417879894307,True,-472.5946594858424,0.16311526639638813,472.7577747522388,472.7577747522388
2,3,6,6,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,2,optimal,-32.86770463634389,0.005684029,0.33773488795850426,,102.15003652917365,True,-32.86770463634389,0.16311526639638813,33.03081990274028,33.03081990274028
