n,d,degree,seed,basis_size_m,generator_type,solver,method,round,status,value,solve_time,wall_time,error,basis_condition
2,3,6,5,10,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,0.18507480594764875,0.001855219,0.060047133010812104,,1.0
2,3,6,5,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,infeasible,-inf,0.005682431,0.27245770092122257,,1.0
2,3,6,5,10,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,optimal,0.18507372855261026,0.002929955,0.28198880597483367,,284978.61808921763
2,3,6,6,10,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,0.16311526639638813,0.002178233,0.06092890806030482,,1.0
2,3,6,6,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,optimal_inaccurate,-290881.088184785,0.005880351,0.30068906396627426,,1.0
2,3,6,6,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,1,optimal,-472.5946594858424,0.007650746,0.3144291649805382,,1907.6417879894307
2,3,6,6,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,2,optimal,-32.86770463634389,0.006199434,0.3693895690375939,,102.15003652917365
2,3,6,6,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,3,optimal,-6.695818260922312,0.003898194,0.3156941089546308,,83.37189229140616
2,3,6,6,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,4,optimal,-1.574593847367887,0.004085501,0.3104482570197433,,80.1549042306758
2,3,6,6,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,5,optimal,-0.3198238993119554,0.003868275,0.30927322106435895,,95.27927457538104
2,3,6,6,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,6,optimal,-0.040049625711182035,0.005751419,0.28664281696546823,,589.6056272922983
2,3,6,6,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,7,optimal,0.08477703134976296,0.004840626,0.3076631349977106,,184.38151619991237
2,3,6,6,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,8,optimal,0.13281518710228526,0.004609514,0.28681785298977047,,195.7041155578454
2,3,6,6,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,9,optimal,0.15298191443074047,0.004798578,0.30626753403339535,,322.7311404002965
2,3,6,6,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,10,optimal,0.16067226659376627,0.004274627,0.2815479019191116,,514.3243883628978
2,3,6,6,10,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,optimal,0.1631152274764733,0.002762236,0.30149588303174824,,404941.73932994844
2,3,6,7,10,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,0.41496124455536243,0.0019739,0.05869862192776054,,1.0
2,3,6,7,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,optimal,-6474.6665773668665,0.005850316,0.30210978200193495,,1.0
2,3,6,7,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,1,optimal,-2.2811864029894013,0.007740877,0.2839266558876261,,421.882824344756
2,3,6,7,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,2,optimal,0.4058819622389679,0.004498577,0.3031666741007939,,10.49245783225539
2,3,6,7,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,3,optimal,0.4149419238904654,0.004555054,0.27800036198459566,,48.74598348979635
2,3,6,7,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,4,optimal,0.4149610943266075,0.00368814,0.3036607949761674,,531.6783123225404
2,3,6,7,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,5,optimal,0.41496121120092466,0.002974171,0.27903549699112773,,5833.217867290447
2,3,6,7,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,6,optimal,0.41496121188893087,0.002946002,0.3025906910188496,,13128.964133089192
2,3,6,7,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,7,optimal,0.4149612320178344,0.003335347,0.29279754601884633,,13284.108188647146
2,3,6,7,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,8,optimal,0.4149612320004661,0.002502247,0.2797630720306188,,21557.510873002437
2,3,6,7,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,9,optimal,0.4149612344209122,0.003032163,0.32714090298395604,,21560.381583156995
2,3,6,7,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,10,optimal,0.4149612344170368,0.002598944,0.2790023860288784,,24027.70108363296
2,3,6,7,10,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,optimal,0.4149612136278365,0.003494801,0.30434252496343106,,192634.226274852
2,3,6,8,10,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,1.2983432085837912,0.002118133,0.059394318028353155,,1.0
2,3,6,8,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,exception,,,0.2734343120828271,"SolverError(""Solver 'CLARABEL' failed. Try another solver, or solve with verbose=True for more information."")",1.0
2,3,6,8,10,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,optimal,1.2983430661512905,0.002689848,0.30021229898557067,,405868.8222265503
2,3,6,9,10,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,0.19725515012254075,0.001924294,0.06089530908502638,,1.0
2,3,6,9,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,optimal_inaccurate,-271002.70533447753,0.006141042,0.2977654159767553,,1.0
2,3,6,9,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,1,optimal,-126.7974988742353,0.009882876,0.28530844300985336,,3027.7876184189863
2,3,6,9,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,2,optimal,-5.373067141232726,0.006362148,0.3129042809596285,,191.89539038165626
2,3,6,9,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,3,optimal,-1.2327378194355527,0.004236271,0.28076980100013316,,81.35032023122064
2,3,6,9,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,4,optimal,-0.22415820820829507,0.004118472,0.30174707900732756,,142.15615142773052
2,3,6,9,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,5,optimal,0.09791948861360845,0.00522235,0.2809913610108197,,346.28305931836303
2,3,6,9,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,6,optimal,0.17143538726396365,0.00422841,0.30203445302322507,,764.323518316117
2,3,6,9,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,7,optimal,0.1884348886369911,0.007473323,0.3065308249788359,,2214.097975644117
2,3,6,9,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,8,optimal,0.19617633113909164,0.008796301,0.283849315950647,,7571.005563554646
2,3,6,9,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,9,optimal,0.19722894215784495,0.005309856,0.3057185400975868,,2311.4214520464225
2,3,6,9,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,10,optimal,0.19725478375268496,0.004327946,0.2797695799963549,,1853.3598761213748
2,3,6,9,10,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,optimal,0.19725510189106743,0.002177405,0.29913381789810956,,288055.93021632405
3,2,4,0,10,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,0.0535615856661635,0.002059413,0.06367923994548619,,1.0
3,2,4,0,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,infeasible,-inf,0.004396598,0.2717212690040469,,1.0
3,2,4,0,10,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,optimal,0.05356136069745539,0.003261865,0.28159518202301115,,268679.31347203924
3,2,4,1,10,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,0.17728612697417714,0.002291019,0.06472547305747867,,1.0
3,2,4,1,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,infeasible,-inf,0.004574789,0.29788488196209073,,1.0
3,2,4,1,10,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,exception,,,0.27417661796789616,"SolverError(""Solver 'CLARABEL' failed. Try another solver, or solve with verbose=True for more information."")",232813.29126306874
3,2,4,2,10,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,0.19192774288537487,0.00228903,0.0629818580346182,,1.0
3,2,4,2,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,infeasible,-inf,0.004353277,0.29486089502461255,,1.0
